# ID,Mahalanobis,Angle-based Outlier Detector (ABOD),Cluster-based Local Outlier Factor (CBLOF),Feature Bagging,Histogram-base Outlier Detection (HBOS),Isolation Forest,K Nearest Neighbors (KNN),Average KNN,Local Outlier Factor
AP01202,0,0,0,0,0,0,0,0,0
AP01203,0,0,0,0,0,0,0,0,0
AP01204,0,0,0,0,0,0,0,0,0
AP01205,0,0,0,0,0,0,0,0,0
AP01206,0,0,0,0,0,0,0,0,0
AP01207,0,1,1,1,0,0,0,1,1
AP01208,0,1,0,0,0,0,0,0,0
AP01209,0,1,1,0,0,0,1,1,1
AP01210,0,0,0,0,0,0,0,0,0
AP01211,0,1,0,0,0,0,0,0,0
AP01212,0,0,0,0,0,0,0,0,0
AP01213,0,0,0,1,0,0,0,0,1
AP01214,0,1,0,1,0,0,1,1,1
AP01215,0,1,0,0,0,0,0,0,1
AP01216,0,0,0,0,0,0,0,0,0
AP01217,0,0,0,0,0,0,0,0,0
AP01218,0,0,0,0,0,0,0,0,0
AP01219,0,0,0,0,0,0,0,0,0
AP01220,0,0,0,0,0,0,0,0,0
AP01221,0,0,0,0,0,0,0,0,0
AP01222,0,0,0,0,0,0,0,0,0
AP01223,0,0,0,0,0,0,0,0,0
AP01224,0,1,1,1,1,1,1,1,1
AP01225,0,1,1,1,1,1,1,1,1
AP01226,1,0,0,0,0,0,0,0,0
AP01227,1,1,1,1,1,1,1,1,1
AP01228,0,1,1,0,0,0,1,1,0
AP01229,0,1,1,0,0,0,1,1,0
AP01230,1,1,1,0,0,0,1,1,0
AP01231,1,1,1,0,1,1,1,1,0
AP01232,1,0,0,0,0,0,0,0,0
AP01233,0,0,0,0,0,0,0,0,0
AP01234,0,0,0,0,0,0,0,0,0
AP01235,0,1,0,0,0,0,0,0,0
AP01236,0,0,0,0,0,0,0,0,0
AP01237,0,0,0,0,0,0,0,0,0
AP01238,0,0,0,0,0,0,0,0,0
AP01239,0,0,0,0,0,0,0,0,0
AP01240,0,0,0,0,0,0,0,0,0
AP01241,0,0,0,0,0,0,0,0,0
AP01242,0,0,0,0,0,0,0,0,0
AP01243,0,0,0,0,0,0,0,0,0
AP01244,0,1,0,0,0,0,0,0,0
AP01245,0,0,0,0,0,0,0,0,0
AP01246,0,0,0,0,0,0,0,0,0
AP01247,0,0,0,0,0,0,0,0,0
AP01248,0,0,0,0,0,0,0,0,0
AP01249,0,0,0,0,0,0,0,0,0
AP01250,0,0,0,0,0,0,0,0,0
AP01251,0,0,0,0,0,0,0,0,0
AP01252,0,0,0,0,0,0,0,0,0
AP01253,0,0,0,0,0,0,0,0,0
AP01254,0,0,0,0,0,0,0,0,0
AP01255,1,0,0,0,0,0,0,0,0
AP01256,0,0,0,0,0,0,0,0,0
AP01257,0,0,0,0,0,0,0,0,0
AP01258,0,0,0,0,0,0,0,0,0
AP01259,1,0,0,0,1,1,0,0,0
AP01260,0,0,0,0,0,0,0,0,0
AP01261,0,0,0,0,0,0,0,0,0
AP01262,0,0,0,0,0,0,0,0,0
AP01263,0,0,0,0,0,0,0,0,0
AP01264,0,0,0,0,0,0,0,0,0
AP01265,0,0,0,0,0,0,0,0,0
AP01266,0,0,0,0,0,0,0,0,0
AP01267,0,0,0,0,0,0,0,0,0
AP01268,0,0,0,0,0,0,0,0,0
AP01269,0,0,0,0,0,0,0,0,0
AP01270,0,0,0,0,0,0,0,0,0
AP01271,0,0,0,0,0,0,0,0,0
AP01272,0,0,0,0,0,0,0,0,0
AP01273,0,0,0,0,0,0,0,0,0
AP01274,0,0,0,0,0,0,0,0,0
AP01275,0,0,0,0,0,0,0,0,0
AP01276,0,0,0,0,0,0,0,0,0
AP01277,0,0,0,0,0,0,0,0,0
AP01278,0,0,0,0,0,0,0,0,0
AP01279,0,0,0,0,0,0,0,0,0
AP01280,0,0,0,0,0,0,0,0,0
AP01281,0,0,0,0,0,0,0,0,0
AP01282,0,0,0,0,0,0,0,0,0
AP01283,1,0,0,0,0,0,0,0,0
AP01284,1,0,0,0,0,0,0,0,0
AP01285,0,1,1,0,0,0,1,1,0
AP01286,1,1,0,1,0,0,1,1,1
AP01287,0,0,0,0,0,0,0,0,0
AP01288,0,1,0,0,0,0,0,0,1
AP01289,0,0,0,0,0,0,0,0,0
AP01290,0,0,0,0,0,0,0,0,0
AP01291,0,0,0,0,0,0,0,0,0
AP01292,0,0,0,0,0,0,0,0,0
AP01293,0,0,0,0,0,0,0,0,0
AP01294,0,0,0,0,0,0,0,0,0
AP01295,0,0,0,0,0,0,0,0,0
AP01296,1,0,0,0,0,0,0,0,0
AP01297,0,0,0,0,0,0,0,0,0
AP01298,0,0,0,0,0,0,0,0,0
AP01299,0,0,0,0,0,0,0,0,0
AP01300,0,0,0,0,0,0,0,0,0
AP01301,0,1,1,1,1,1,1,1,1
AP01302,1,0,0,0,0,0,1,1,0
AP01303,0,0,0,0,0,0,0,0,0
AP01304,0,0,0,0,0,0,0,0,0
AP01305,0,0,0,0,0,0,0,0,0
AP01306,0,0,0,0,0,0,0,0,0
AP01307,0,0,0,0,0,0,0,0,0
AP01308,1,0,1,0,0,0,0,0,0
AP01309,0,0,0,0,0,0,0,0,0
AP01310,0,0,0,0,0,0,0,0,0
AP01311,0,0,1,0,0,0,0,0,0
AP01312,0,0,0,0,0,0,0,0,0
AP01313,0,0,0,0,0,0,0,0,0
AP01314,0,0,0,0,0,0,0,0,0
AP01315,0,0,0,0,0,0,0,0,0
AP01316,0,0,0,1,0,0,0,0,0
AP01317,0,0,0,0,0,0,0,0,0
AP01318,0,0,0,0,0,0,0,0,0
AP01319,0,0,0,0,0,0,0,0,0
AP01320,0,0,0,0,0,0,0,0,0
AP01321,0,0,0,0,0,0,0,0,0
AP01322,0,0,0,0,0,0,0,0,0
AP01323,0,0,0,0,0,0,0,0,0
AP01324,0,0,0,0,0,0,0,0,0
AP01325,0,0,0,0,0,0,0,0,0
AP01326,0,0,0,0,0,0,0,0,0
AP01327,0,0,0,0,0,0,0,0,0
AP01328,0,0,0,0,0,0,0,0,0
AP01329,0,0,0,0,0,0,0,0,0
AP01330,0,0,0,0,0,0,0,0,0
AP01331,0,0,0,0,0,0,0,0,0
AP01332,0,0,0,0,0,0,0,0,0
AP01333,0,0,0,0,0,0,0,0,0
AP01334,0,0,0,0,0,0,0,0,0
AP01335,0,0,0,0,0,0,0,0,0
AP01336,0,0,0,0,0,0,0,0,0
AP01337,0,0,0,0,0,0,0,0,0
AP01338,0,0,0,0,0,0,0,0,0
AP01339,0,0,0,0,0,0,0,0,0
AP01340,0,0,0,0,0,0,0,0,0
AP01341,0,0,0,0,0,0,0,0,0
AP01342,1,1,1,0,0,1,1,1,0
AP01343,0,0,0,0,0,0,0,0,0
AP01344,0,1,0,1,0,0,0,0,1
AP01345,0,0,0,0,0,0,0,0,0
AP01346,0,0,0,0,0,0,0,0,0
AP01347,0,0,0,0,0,0,0,0,0
AP01348,0,0,0,0,0,0,0,0,0
AP01349,0,0,0,0,0,0,0,0,0
AP01350,0,0,0,0,0,0,0,0,0
AP01351,0,0,0,0,0,0,0,0,0
AP01352,1,0,0,0,0,0,0,0,0
AP01353,0,0,0,0,0,0,0,0,0
AP01354,0,0,0,0,0,0,0,0,0
AP01355,0,1,0,1,1,0,0,0,1
AP01356,0,0,0,0,0,0,0,0,0
AP01357,1,1,1,1,0,0,1,1,1
AP01358,0,0,0,0,0,0,0,0,0
AP01359,0,0,0,0,0,0,0,0,0
AP01360,0,0,0,0,0,0,0,0,0
AP01361,0,0,0,0,0,0,0,0,0
AP01362,0,0,0,0,0,0,0,0,0
AP01363,0,0,0,0,0,0,0,0,0
AP01364,0,0,0,0,0,0,0,0,0
AP01365,0,0,0,0,0,0,0,0,0
AP01366,0,0,0,0,0,0,0,0,0
AP01367,0,1,0,0,0,0,0,0,0
AP01368,0,0,0,0,0,0,0,0,0
AP01369,0,1,0,0,0,0,0,0,0
AP01370,0,1,0,0,0,0,0,0,0
AP01371,0,0,0,0,0,0,0,0,0
AP01372,0,0,0,1,0,0,0,0,1
AP01373,0,0,0,0,0,0,0,0,0
AP01374,0,0,0,0,0,0,0,0,0
AP01375,1,0,0,0,0,0,0,0,0
AP01376,1,0,0,0,0,0,0,0,0
AP01377,0,0,0,0,0,0,0,0,0
AP01378,0,0,0,0,0,0,0,0,0
AP01379,0,0,0,0,0,0,0,0,0
AP01380,0,0,0,0,0,0,0,0,0
AP01381,1,0,0,0,0,0,0,0,0
AP01382,0,0,0,0,0,0,0,0,0
AP01383,0,0,1,0,0,1,1,1,0
AP01384,0,0,0,0,0,0,0,0,0
AP01385,0,0,1,0,0,1,0,1,0
AP01386,0,0,0,0,0,0,0,0,0
AP01387,0,1,1,0,0,1,0,0,0
AP01388,0,1,1,0,0,1,0,0,0
AP01389,0,0,0,0,0,0,0,0,0
AP01390,0,0,0,0,0,0,0,0,0
AP01391,0,0,0,0,0,0,0,0,0
AP01392,0,0,0,0,0,0,0,0,0
AP01393,0,0,0,0,0,0,0,0,0
AP01394,0,0,0,0,0,0,0,0,0
AP01395,0,0,0,0,0,0,0,0,0
AP01396,0,0,0,0,0,0,0,0,0
AP01397,0,0,0,0,1,0,0,0,0
AP01398,1,0,0,0,0,0,0,0,0
AP01399,0,0,0,0,0,0,0,0,0
AP01400,0,0,0,0,0,0,0,0,0
AP01401,0,0,0,0,0,0,0,0,0
AP01402,0,0,0,0,0,0,0,0,0
AP01403,0,0,0,0,0,0,0,0,0
AP01404,0,0,0,0,0,0,0,0,0
AP01405,1,1,1,1,1,1,1,1,1
AP01406,1,1,1,1,1,1,1,1,1
AP01407,0,0,0,0,0,0,0,0,0
AP01408,0,0,0,0,0,0,0,0,0
AP01409,0,0,0,0,0,0,0,0,0
AP01410,0,0,0,0,0,0,0,0,0
AP01411,0,0,0,0,0,0,0,0,0
AP01412,0,0,0,0,0,0,0,0,0
AP01413,0,0,0,0,0,0,0,0,0
AP01414,0,0,0,0,0,0,0,0,0
AP01415,0,0,0,0,0,0,0,0,0
AP01416,0,0,0,0,0,0,0,0,0
AP01417,0,0,0,0,0,0,0,0,0
AP01418,0,0,0,0,0,0,0,0,0
AP01419,0,0,0,0,0,0,0,0,0
AP01420,0,0,0,0,0,0,0,0,0
AP01421,0,0,0,0,0,0,0,0,0
AP01422,0,0,0,0,0,0,0,0,0
AP01423,0,0,0,0,0,0,0,0,0
AP01424,0,0,0,0,0,0,0,0,0
AP01425,0,0,0,0,0,0,0,0,0
AP01426,0,0,0,0,0,0,0,0,0
AP01427,0,0,0,0,0,0,0,0,0
AP01428,0,0,0,0,0,0,0,0,0
AP01429,0,0,0,0,0,0,0,0,0
AP01430,0,0,0,0,0,0,0,0,0
AP01431,0,0,0,0,0,0,0,0,0
AP01432,0,0,0,0,0,0,0,0,0
AP01433,0,0,0,0,0,0,0,0,0
AP01434,0,0,0,0,0,0,0,0,0
AP01435,0,0,0,0,0,0,0,0,0
AP01436,0,0,0,0,0,0,0,0,0
AP01437,0,0,0,0,0,0,0,0,0
AP01438,0,0,0,0,0,0,0,0,0
AP01439,0,0,0,0,0,0,0,0,0
AP01440,0,0,0,0,0,0,0,0,0
AP01441,0,0,0,0,0,0,0,0,0
AP01442,0,0,0,0,0,0,0,0,0
AP01443,0,0,0,0,0,0,0,0,0
AP01444,0,0,0,0,0,0,0,0,0
AP01445,0,0,0,0,0,0,0,0,0
AP01446,0,0,0,0,0,0,0,0,0
AP01447,0,0,0,0,0,1,0,0,0
AP01448,0,0,0,0,0,0,0,0,0
AP01449,0,0,0,0,0,0,0,0,0
AP01450,0,0,0,0,0,0,0,0,0
AP01451,0,0,0,0,0,0,0,0,0
AP01452,0,0,0,0,0,0,0,0,0
AP01453,0,0,0,0,0,0,0,0,0
AP01454,0,0,0,0,0,0,0,0,0
AP01455,0,0,0,0,0,0,0,0,0
AP01456,0,0,0,0,0,0,0,0,0
AP01457,0,0,0,0,0,0,0,0,0
AP01458,0,0,0,0,0,0,0,0,0
AP01459,0,0,0,0,0,0,0,0,0
AP01460,0,0,0,0,0,0,0,0,0
AP01461,0,0,0,0,0,0,0,0,0
AP01462,0,0,0,0,0,0,0,0,0
AP01463,0,0,0,0,0,0,0,0,0
AP01464,0,0,0,0,0,0,0,0,0
AP01465,0,0,0,0,0,0,0,0,0
AP01466,0,0,0,0,0,0,0,0,0
AP01467,0,0,0,0,0,0,0,0,0
AP01468,0,0,0,0,0,0,0,0,0
AP01469,1,0,1,0,0,0,0,0,0
AP01470,1,0,1,0,0,0,0,0,0
AP01471,0,0,0,0,0,0,0,0,0
AP01472,0,0,0,0,0,0,0,0,0
AP01473,1,1,1,1,0,0,1,1,1
AP01474,0,0,0,0,0,0,0,0,0
AP01475,0,0,0,0,0,0,0,0,0
AP01476,0,0,0,0,0,0,0,0,0
AP01477,1,0,0,0,0,0,0,0,0
AP01478,0,0,0,0,0,0,0,0,0
AP01479,0,0,0,0,0,0,0,0,0
AP01480,0,0,0,0,0,0,0,0,0
AP01481,1,0,1,0,0,1,0,0,0
AP01482,0,1,1,0,1,1,1,1,0
AP01483,0,1,1,0,0,1,1,1,0
AP01484,0,1,1,0,1,1,1,1,0
AP01485,0,1,1,0,0,1,1,1,0
AP01486,0,1,1,0,1,1,1,1,0
AP01487,0,1,1,1,1,1,1,1,1
AP01488,0,1,1,1,1,1,1,1,1
AP01489,1,1,1,1,1,1,1,1,1
AP01490,1,1,1,1,1,1,1,1,1
AP01491,0,1,1,1,1,1,1,1,1
AP01492,0,1,1,1,1,1,1,1,1
AP01493,0,0,0,0,0,0,0,0,0
AP01494,1,1,1,1,0,1,1,1,1
AP01495,0,0,0,0,0,0,0,0,0
AP01496,0,0,0,0,0,0,0,0,0
AP01497,1,0,0,0,0,0,0,0,0
AP01498,0,0,0,0,0,0,0,0,0
AP01499,0,0,0,0,0,0,0,0,0
AP01500,0,0,0,0,0,0,0,0,0
AP01501,0,0,0,0,0,0,0,0,0
AP01502,0,0,0,0,0,0,0,0,0
AP01503,0,0,0,0,0,0,0,0,0
AP01504,0,0,0,0,0,0,0,0,0
AP01505,0,0,0,0,0,0,0,0,0
AP01506,0,0,0,0,0,0,0,0,0
AP01507,0,0,0,0,0,0,0,0,0
AP01508,0,0,0,0,0,0,0,0,0
AP01509,0,0,0,0,0,0,0,0,0
AP01510,0,0,0,0,0,0,0,0,0
AP01511,0,0,0,0,0,0,0,0,0
AP01512,0,0,0,0,0,0,0,0,0
AP01513,0,0,0,0,0,0,0,0,0
AP01514,0,0,0,0,0,0,0,0,0
AP01515,0,0,0,0,0,0,0,0,0
AP01516,0,0,0,0,0,0,0,0,0
AP01517,0,0,0,0,0,0,0,0,0
AP01518,1,1,1,1,0,0,1,1,1
AP01519,1,1,1,0,1,1,1,1,1
AP01520,0,0,0,1,0,0,0,0,1
AP01521,0,1,0,1,0,0,1,1,1
AP01522,0,0,0,0,0,0,0,0,0
AP01523,0,0,0,0,0,0,0,0,0
AP01524,0,0,0,0,0,0,0,0,0
AP01525,0,0,0,0,0,0,0,0,0
AP01526,0,0,0,0,0,0,0,0,0
AP01527,0,0,0,0,0,0,0,0,0
AP01528,0,0,0,0,0,0,0,0,0
AP01529,0,0,0,0,0,0,0,0,0
AP01530,0,0,0,0,0,0,0,0,0
AP01531,0,0,0,0,0,0,0,0,0
AP01532,0,0,0,0,0,0,0,0,0
AP01533,0,0,0,0,0,0,0,0,0
AP01534,0,1,1,1,1,0,1,1,1
AP01535,0,0,0,0,0,0,0,0,0
AP01536,0,0,0,0,0,0,0,0,0
AP01537,0,0,0,0,0,0,0,0,0
AP01538,0,0,0,0,0,0,0,0,0
AP01539,0,0,0,0,0,0,0,0,0
AP01540,0,0,0,0,0,0,0,0,0
AP01541,0,0,0,0,0,0,0,0,0
AP01542,0,0,0,0,0,0,0,0,0
AP01543,0,0,0,0,0,0,0,0,0
AP01544,0,0,0,0,0,0,0,0,0
AP01545,0,0,0,0,0,0,0,0,0
AP01546,0,0,0,0,0,0,0,0,0
AP01547,0,0,0,0,0,0,0,0,0
AP01548,0,0,0,0,0,0,0,0,0
AP01549,0,0,0,0,0,0,0,0,0
AP01550,0,0,0,0,0,0,0,1,0
AP01551,0,0,0,0,0,0,0,0,0
AP01552,1,1,0,0,0,0,0,0,0
AP01553,0,0,0,0,0,0,0,0,0
AP01554,0,0,0,0,0,0,0,0,0
AP01555,0,0,0,1,0,0,0,0,1
AP01556,0,0,0,0,0,0,0,0,0
AP01557,0,1,0,1,0,0,0,0,1
AP01558,1,0,0,0,0,0,0,0,0
AP01559,0,0,0,0,0,0,0,0,0
AP01560,0,0,0,0,0,0,0,0,0
AP01561,0,0,0,0,0,0,0,0,0
AP01562,1,0,0,0,0,0,0,0,0
AP01563,0,0,0,0,0,0,0,0,0
AP01564,0,0,0,0,0,0,0,0,0
AP01565,1,0,1,0,0,0,1,1,0
AP01566,1,1,0,1,0,0,1,1,1
AP01567,0,0,0,1,1,1,0,0,0
AP01568,0,1,1,1,1,1,1,1,1
AP01569,0,0,0,0,0,0,0,0,0
AP01570,0,0,0,0,0,0,0,0,0
AP01571,0,0,0,0,0,0,0,0,0
AP01572,1,0,0,0,0,0,0,0,0
AP01573,0,0,0,0,0,0,0,0,0
AP01574,0,0,0,0,0,0,0,0,0
AP01575,0,0,0,1,0,0,0,0,0
AP01576,0,1,0,1,0,0,1,1,1
AP01577,0,0,0,0,0,0,0,0,0
AP01578,0,0,0,0,0,0,0,0,0
AP01579,0,0,0,0,0,0,0,0,0
AP01580,0,0,0,0,0,0,0,0,0
AP01581,0,0,0,0,0,0,0,0,0
AP01582,0,0,0,0,0,0,0,0,0
AP01583,0,0,0,0,0,0,0,0,0
AP01584,0,0,1,0,0,0,0,0,0
AP01585,0,0,0,0,0,0,0,0,0
AP01586,1,0,0,0,0,0,0,0,0
AP01587,0,1,1,0,0,0,0,0,0
AP01588,0,1,1,0,0,0,0,0,0
AP01589,0,1,0,0,0,0,0,0,0
AP01590,0,0,0,0,0,0,0,0,0
AP01591,0,0,0,0,0,0,0,0,0
AP01592,0,0,0,0,0,0,0,0,0
AP01593,0,0,0,0,0,0,0,0,0
AP01594,0,0,0,0,0,0,0,0,0
AP01595,0,1,0,0,0,0,0,0,0
AP01596,0,0,0,0,0,0,0,0,0
AP01597,0,0,0,0,0,0,0,0,0
AP01598,0,0,0,0,0,0,0,0,0
AP01599,0,0,0,0,0,0,0,0,0
AP01600,0,0,0,0,0,0,0,0,0
AP01601,0,0,0,1,0,0,0,0,1
AP01602,0,0,0,0,0,0,0,0,0
AP01603,0,0,0,0,0,0,0,0,0
AP01604,0,0,0,1,0,0,0,0,0
AP01605,0,0,0,0,0,0,0,0,0
AP01606,0,1,0,0,0,0,0,0,0
AP01607,0,0,0,0,0,0,0,0,0
AP01608,0,0,0,0,0,0,0,0,0
AP01609,0,0,0,0,0,0,0,0,0
AP01610,0,0,0,0,0,0,0,0,0
AP01611,0,0,0,0,0,0,0,0,0
AP01612,0,0,0,0,0,0,0,0,0
AP01613,0,1,0,1,0,0,0,0,0
AP01614,0,0,0,0,0,0,0,0,0
AP01615,0,0,0,0,0,0,0,0,0
AP01616,0,0,0,0,0,0,0,0,0
AP01617,0,0,1,0,0,0,0,0,0
AP01618,0,0,0,0,0,0,0,0,0
AP01619,0,0,0,0,0,0,0,0,0
AP01620,0,0,0,1,0,0,1,1,1
AP01621,0,0,0,0,0,0,0,0,0
AP01622,0,0,0,0,0,0,0,0,0
AP01623,0,0,0,0,0,0,0,0,0
AP01624,0,0,0,0,0,0,0,0,0
AP01625,0,0,0,0,0,0,1,1,0
AP01626,0,0,0,0,0,0,1,1,0
AP01627,0,1,0,0,0,0,0,1,0
AP01628,0,1,0,0,0,0,0,0,0
AP01629,0,0,0,0,0,0,0,1,0
AP01630,0,0,0,0,0,0,0,1,0
AP01631,0,0,0,0,0,0,1,1,0
AP01632,0,0,0,0,0,0,0,0,0
AP01633,1,1,1,1,1,1,1,1,1
AP01634,0,0,0,0,0,0,0,0,0
AP01635,0,0,0,0,0,0,0,0,0
AP01636,0,0,0,0,0,0,0,0,0
AP01637,0,0,0,0,0,0,0,0,0
AP01638,0,0,0,0,0,0,0,0,0
AP01639,0,0,0,0,0,0,0,0,0
AP01640,0,0,0,0,0,0,0,0,0
AP01641,0,0,0,0,0,0,0,0,0
AP01642,0,0,0,0,0,0,0,0,0
AP01643,0,0,0,0,0,0,0,0,0
AP01644,0,0,0,0,0,0,0,0,0
AP01645,0,0,0,0,0,0,0,0,0
AP01646,1,0,0,0,0,0,0,0,0
AP01647,0,1,0,0,0,0,0,0,0
AP01648,0,0,0,0,0,0,0,0,0
AP01649,0,0,0,0,0,0,0,0,0
AP01650,0,0,0,0,0,0,0,0,0
AP01651,0,0,0,0,0,0,0,0,0
AP01652,0,0,0,0,0,0,0,0,0
AP01653,0,0,0,0,0,0,0,0,0
AP01654,0,0,0,0,0,0,0,0,0
AP01655,0,0,0,0,0,0,0,0,0
AP01656,0,0,0,0,0,0,0,0,0
AP01657,0,0,0,0,0,0,0,0,0
AP01658,1,0,0,0,0,0,0,0,0
AP01659,0,0,0,0,0,0,0,0,0
AP01660,0,0,0,0,0,0,0,0,0
AP01661,0,1,0,0,0,0,0,0,0
AP01662,0,0,0,0,0,0,0,0,0
AP01663,0,0,0,0,0,0,0,0,0
AP01664,0,0,0,0,0,0,0,0,0
AP01665,0,0,0,0,0,0,0,0,0
AP01666,0,0,0,0,0,0,0,0,0
AP01667,0,0,0,0,0,0,0,0,0
AP01668,0,0,0,0,0,0,0,0,0
AP01669,0,0,0,0,0,0,0,0,0
AP01670,0,1,0,0,0,0,0,0,0
AP01671,0,0,0,0,0,0,0,0,0
AP01672,0,0,1,0,0,0,1,1,0
AP01673,0,0,0,0,0,0,0,1,0
AP01674,0,0,0,0,0,0,0,0,0
AP01675,0,0,0,0,0,0,0,0,0
AP01676,0,0,0,0,0,0,0,0,0
AP01677,0,0,0,0,0,0,0,0,0
AP01678,1,0,0,0,0,0,0,0,0
AP01679,0,0,0,0,0,0,0,0,0
AP01680,0,0,0,0,0,0,0,0,0
AP01681,0,0,0,0,0,0,0,0,0
AP01682,0,0,0,0,0,0,0,0,0
AP01683,0,0,0,0,0,0,0,0,0
AP01684,0,0,0,0,0,0,0,0,0
AP01685,1,0,0,0,0,0,0,0,0
AP01686,0,0,0,0,0,0,0,0,0
AP01687,0,0,0,0,0,0,0,0,0
AP01688,0,0,0,0,0,0,0,0,0
AP01689,1,0,0,0,0,0,0,0,0
AP01690,0,0,0,0,0,0,0,0,0
AP01691,0,0,0,0,0,0,0,0,0
AP01692,0,0,0,0,0,0,0,0,0
AP01693,0,0,0,0,0,0,0,0,0
AP01694,1,0,0,0,0,0,0,0,0
AP01695,0,0,0,0,0,0,0,0,0
AP01696,0,1,1,0,0,0,0,0,0
AP01697,0,0,0,0,0,0,0,0,0
AP01698,1,0,0,0,0,0,0,0,0
AP01699,0,0,0,0,0,0,0,0,0
AP01700,0,0,0,0,0,0,0,0,0
AP01701,0,0,0,0,0,0,0,0,0
AP01702,0,0,0,0,0,0,0,0,0
AP01703,0,0,0,0,0,0,0,0,0
AP01704,0,0,0,0,0,0,0,0,0
AP01705,0,0,0,0,0,0,0,0,0
AP01706,0,0,0,0,0,0,0,0,0
AP01707,0,0,0,0,0,0,0,0,0
AP01708,0,0,0,0,0,0,0,0,0
AP01709,0,0,0,0,0,0,0,0,0
AP01710,0,0,0,0,0,0,0,0,0
AP01711,0,0,0,0,0,0,0,0,0
AP01712,0,0,0,0,0,0,0,0,0
AP01713,1,1,1,1,1,1,1,1,1
AP01714,0,0,0,0,0,0,0,0,0
AP01715,0,0,0,0,0,0,0,0,0
AP01716,0,0,0,0,0,0,0,0,0
AP01717,0,0,0,0,0,0,0,0,0
AP01718,0,1,0,0,0,0,0,0,0
AP01719,0,0,0,0,0,0,0,0,0
AP01720,0,1,0,1,1,1,1,1,1
AP01721,0,0,0,0,0,0,0,0,0
AP01722,0,0,0,0,0,0,0,0,0
AP01723,0,0,0,0,0,0,0,0,0
AP01724,0,0,0,0,0,0,0,0,0
AP01725,0,0,0,0,1,1,0,0,0
AP01726,0,0,0,0,0,0,0,0,0
AP01727,0,0,0,0,0,0,0,0,0
AP01728,0,0,0,0,0,0,0,0,0
AP01729,0,0,0,0,0,0,0,0,0
AP01730,1,0,0,0,0,0,0,0,0
AP01731,1,0,0,0,0,0,0,0,0
AP01732,0,0,0,0,0,0,0,0,0
AP01733,0,0,0,0,0,0,0,0,0
AP01734,0,0,0,0,0,0,0,0,0
AP01735,0,0,0,0,0,0,0,0,0
AP01736,1,0,0,0,0,0,0,0,0
AP01737,0,0,0,0,0,0,0,0,0
AP01738,0,0,0,0,0,0,0,0,0
AP01739,0,0,0,0,0,0,0,0,0
AP01740,0,0,1,0,0,0,0,0,0
AP01741,0,0,0,0,0,0,0,0,0
AP01742,0,0,0,0,0,0,0,0,0
AP01743,0,0,0,0,0,0,0,0,0
AP01744,0,0,0,0,0,1,0,0,0
AP01745,0,0,0,1,0,0,0,0,0
AP01746,0,0,0,0,1,1,0,0,0
AP01747,0,0,0,0,0,0,0,1,0
AP01748,0,0,0,0,0,0,0,0,0
AP01749,0,0,0,0,0,0,0,0,0
AP01750,0,0,0,0,0,0,0,0,0
AP01751,0,0,0,0,0,0,0,0,0
AP01752,0,0,0,0,0,0,0,0,0
AP01753,0,0,0,0,0,0,0,0,0
AP01754,0,0,0,0,0,0,0,0,0
AP01755,0,0,0,0,0,0,0,0,0
AP01756,0,0,0,0,0,0,0,0,0
AP01757,0,1,1,0,0,0,0,0,0
AP01758,0,1,1,0,0,0,0,0,0
AP01759,1,1,1,1,1,1,1,1,1
AP01760,0,0,0,0,0,0,0,0,0
AP01761,1,0,0,0,0,0,0,0,0
AP01762,0,0,0,0,0,0,0,0,0
AP01763,0,0,0,0,0,0,0,0,0
AP01764,1,1,1,0,0,1,1,1,0
AP01765,0,0,0,0,0,0,0,0,0
AP01766,0,0,0,0,0,0,0,0,0
AP01767,0,0,0,0,0,0,0,0,0
AP01768,0,0,0,0,0,0,0,0,0
AP01769,1,0,0,0,0,0,0,0,0
AP01770,0,0,0,0,0,0,0,0,0
AP01771,0,0,0,0,0,0,0,0,0
AP01772,1,0,0,0,0,0,0,0,0
AP01773,1,0,0,0,0,0,0,0,0
AP01774,0,0,0,0,0,0,0,0,0
AP01775,0,0,0,0,0,0,0,0,0
AP01776,0,0,0,0,0,0,0,0,0
AP01777,0,0,0,0,0,0,0,0,0
AP01778,0,0,0,0,0,0,0,0,0
AP01779,0,0,0,0,0,0,0,0,0
AP01780,0,0,0,0,0,0,0,0,0
AP01781,0,0,0,0,0,0,0,0,0
AP01782,0,0,0,0,0,0,0,0,0
AP01783,0,0,0,0,0,0,0,0,0
AP01784,0,0,1,0,0,0,0,0,0
AP01785,1,0,1,0,0,0,0,0,0
AP01786,0,0,0,0,0,0,0,0,0
AP01787,0,0,0,0,0,0,0,0,0
AP01788,0,1,0,0,0,0,0,0,0
AP01789,0,1,0,0,0,0,0,0,0
AP01790,0,0,0,0,0,0,0,0,0
AP01791,0,0,0,0,0,0,0,0,0
AP01792,0,0,0,0,0,0,0,0,0
AP01793,0,0,0,0,0,0,0,0,0
AP01794,0,0,0,0,0,0,0,0,0
AP01795,0,0,0,0,0,0,0,0,0
AP01796,0,0,0,0,0,0,0,0,0
AP01797,0,0,0,0,0,0,0,0,0
AP01798,1,0,0,1,0,0,0,0,1
AP01799,0,0,0,0,0,0,0,0,0
AP01800,0,0,0,0,0,0,0,0,0
AP01801,0,0,0,0,0,0,0,0,0
AP01802,0,0,0,0,0,0,0,0,0
AP01803,0,0,0,1,0,0,0,0,1
AP01804,0,0,0,0,0,0,0,0,0
